edad,grado,promedio_matematica,promedio_comunicacion,promedio_ciencias,promedio_general,num_cursos_desaprobados,porcentaje_asistencia,num_tardanzas,num_inasistencias_injustificadas,tendencia_notas,participacion_clase,entrega_tareas,repitio_grado,horas_estudio_semanal,target,genero,estructura_familiar,num_hermanos,nivel_socioeconomico,nivel_educativo_padres,trabaja_estudiante,horas_trabajo_semanal,acceso_internet_hogar,distancia_colegio_km,nivel_autoestima,nivel_ansiedad,nivel_motivacion_escolar,apoyo_familiar_percibido,eventos_estresantes_recientes,relacion_con_companeros,horas_sueño_diarias,consumo_sustancias,participa_actividades_extracurriculares,atencion_psicologica_previa
14.0,2,12.2,13.94,10.7,12.23,0,71.8,5,4,0,2,62.0,0,7.4,1,0,0,1,2,0,0,20.8,1,0.57,3.0,4,3,3,0,0,7.3,0,1,0
16.0,5,10.9,17.55,8.89,11.5,2,90.6,5,4,2,1,71.4,0,11.7,1,1,3,3,3,0,0,20.8,1,3.66,2.0,2,4,1,1,0,7.4,0,0,0
16.0,5,13.85,13.98,16.26,14.57,0,98.5,3,1,2,0,84.9,0,14.1,0,0,0,1,0,3,0,20.8,1,0.1,5.0,3,4,4,1,0,7.8,0,0,1
16.0,4,19.62,17.3,18.13,18.38,0,98.5,0,0,2,0,100.0,0,16.4,0,1,0,1,2,2,0,20.8,0,1.57,4.0,1,4,2,1,0,7.9,0,0,0
16.0,4,13.85,11.84,11.76,11.9,2,76.1,12,7,3,2,45.2,0,9.9,1,0,0,3,1,2,1,22.7,1,0.88,2.0,3,2,1,0,1,7.0,0,0,0
12.0,1,4.79,10.66,6.74,6.8,3,66.4,12,7,0,2,55.1,0,5.8,1,0,0,0,1,0,0,20.8,0,0.72,2.0,5,2,5,1,2,6.8,0,0,1
17.0,5,7.87,6.94,11.07,8.95,2,78.9,3,8,0,1,64.2,0,12.3,1,0,2,2,3,0,1,20.1,1,1.03,4.0,3,2,4,0,1,5.3,0,1,0
16.0,5,12.44,14.28,4.74,11.31,0,76.4,5,4,1,2,52.7,0,0.3,1,1,0,1,3,1,1,16.1,1,5.35,3.0,2,4,3,0,0,5.6,0,1,0
16.0,4,17.8,15.58,13.86,15.98,2,90.5,2,2,2,0,93.0,0,0.0,0,2,0,2,2,1,0,20.8,1,0.15,3.0,3,2,3,0,0,6.4,0,0,1
15.0,3,8.89,6.54,7.08,6.92,3,54.9,6,13,0,1,42.9,0,1.1,2,1,0,1,1,3,0,20.8,1,1.42,2.0,4,2,3,1,1,6.8,0,0,0
17.0,5,5.82,11.92,8.48,8.52,0,89.9,5,4,0,1,59.7,0,8.7,1,1,3,5,1,1,0,20.8,1,4.82,2.0,5,4,4,0,1,6.3,0,0,0
16.0,4,13.46,14.43,13.94,13.58,0,90.0,5,2,2,1,65.4,0,7.0,0,1,0,1,2,3,1,18.0,0,2.67,3.0,3,4,5,0,0,6.0,0,0,0
17.0,5,7.44,4.64,8.59,7.82,0,61.9,7,12,0,2,69.6,1,2.9,2,1,3,3,3,3,0,20.8,1,2.36,3.0,3,2,3,1,1,7.1,0,0,1
17.0,5,16.36,16.38,17.35,16.57,0,89.7,4,2,1,2,84.1,0,8.1,0,1,3,3,0,1,0,20.8,1,1.8,3.0,2,3,3,0,0,7.4,0,1,1
15.0,4,12.39,14.06,16.24,13.85,1,86.7,8,6,0,1,50.4,0,6.8,0,1,0,0,2,1,1,16.2,0,0.52,3.0,3,2,3,0,2,6.0,0,0,0
16.0,4,17.47,17.76,14.91,17.03,0,93.9,5,6,2,2,48.1,0,5.2,0,1,0,1,3,1,1,21.4,1,1.86,4.0,2,3,2,1,2,5.7,1,0,1
15.0,4,17.92,19.48,20.0,19.31,0,97.3,2,0,2,0,88.5,0,8.1,0,1,3,0,2,1,0,20.8,1,0.86,4.0,2,5,4,0,0,9.1,0,1,0
15.0,4,12.05,14.95,16.42,13.53,2,79.8,3,2,3,2,87.4,1,8.9,1,0,1,1,2,1,0,20.8,1,0.75,3.0,4,3,5,0,2,5.5,0,1,0
15.0,3,16.95,15.03,13.49,15.19,2,76.9,2,4,2,1,70.1,0,3.0,0,1,0,2,2,1,0,20.8,1,1.78,2.0,4,3,3,1,2,7.2,0,0,0
13.0,2,11.4,15.39,8.66,12.23,3,81.2,3,4,1,0,71.1,0,11.2,1,1,0,0,2,2,1,33.6,1,0.94,2.0,3,3,3,0,0,5.9,0,0,0
12.0,1,12.01,5.67,10.05,8.66,1,69.9,8,9,1,2,64.2,0,8.1,1,0,2,0,3,0,0,20.8,1,7.52,3.0,5,4,2,0,2,7.7,0,0,0
16.0,5,12.59,10.48,7.88,9.46,1,76.3,5,6,1,2,59.4,0,9.4,1,2,0,0,2,0,0,20.8,1,0.1,3.0,3,2,2,1,2,7.8,1,1,1
16.0,4,6.67,4.38,5.44,5.5,3,60.0,6,10,0,2,43.3,0,3.6,2,0,3,1,1,2,1,28.1,0,0.86,1.0,5,3,1,1,2,8.7,0,0,1
16.0,5,12.79,18.18,13.95,15.66,0,90.8,3,1,1,2,60.3,0,14.6,0,0,0,0,2,0,0,20.8,1,1.69,4.0,1,2,3,0,0,6.9,0,1,0
15.0,3,20.0,15.45,19.38,17.59,0,93.1,1,0,2,2,87.5,0,16.7,0,1,3,2,0,0,0,20.8,1,2.8,4.0,3,3,4,0,0,9.4,0,1,0
17.0,5,14.29,17.14,15.54,15.93,1,88.8,2,4,1,2,80.0,0,10.1,0,0,3,3,2,0,0,20.8,1,1.82,3.0,3,5,2,1,1,6.8,0,0,0
15.0,3,12.39,10.96,11.17,11.66,3,77.5,6,3,0,1,70.3,0,4.7,1,0,0,1,2,1,0,20.8,0,0.93,1.0,3,5,3,1,0,5.6,0,0,0
15.0,4,11.24,15.59,16.29,14.6,2,74.9,2,4,2,2,78.9,0,6.4,0,0,3,1,2,0,0,20.8,1,0.43,4.0,2,5,5,0,2,8.4,0,1,0
14.0,3,16.17,14.06,13.79,14.85,1,87.6,8,6,2,0,89.0,0,11.0,0,1,0,1,3,0,1,18.6,0,5.05,3.0,3,1,4,0,2,6.0,1,0,0
14.0,2,5.02,7.08,6.77,6.38,2,56.0,7,11,0,1,65.0,0,8.1,2,0,0,1,3,0,1,28.6,0,0.42,1.0,4,3,2,1,2,6.2,0,0,0
16.0,4,13.46,14.48,14.57,13.75,1,88.3,2,0,3,0,84.6,1,9.1,1,1,3,1,0,3,0,20.8,1,2.95,2.0,3,5,2,0,0,7.0,0,0,0
13.0,2,13.64,8.81,6.03,10.07,3,68.5,10,11,0,2,69.6,1,6.2,1,2,0,0,3,1,0,20.8,1,2.32,4.0,5,1,5,1,2,5.7,0,0,1
15.0,4,19.83,20.0,17.93,18.89,0,72.9,5,2,2,2,82.6,0,8.1,0,0,3,0,2,1,0,20.8,1,0.33,3.0,2,3,3,0,2,8.0,0,1,0
14.0,2,7.21,7.82,4.63,5.93,6,66.4,8,5,0,1,69.6,1,8.4,2,0,0,3,1,3,0,20.8,0,0.57,2.0,4,2,4,1,1,6.8,0,0,1
17.0,5,16.85,12.96,12.49,15.44,0,87.2,4,1,3,0,88.7,0,10.6,0,0,3,2,2,1,0,20.8,1,2.12,4.0,1,4,3,0,0,8.1,0,0,1
16.0,5,4.59,10.36,4.83,6.94,4,67.2,11,6,0,2,36.1,0,3.1,2,0,1,2,1,3,0,20.8,0,1.45,3.0,4,1,1,0,2,4.2,1,0,0
17.0,5,9.2,3.83,9.94,8.32,5,64.1,13,10,0,2,44.6,0,6.4,2,1,0,2,1,1,0,20.8,1,2.76,2.0,3,1,3,0,1,6.8,0,1,0
12.0,1,14.67,14.68,16.03,15.11,0,90.0,2,0,2,2,73.1,1,26.5,0,1,1,1,2,3,0,20.8,1,2.61,4.0,3,3,3,1,0,9.0,0,0,0
16.0,5,12.6,7.42,12.25,10.25,2,52.9,4,8,0,2,59.6,0,0.4,2,1,0,2,1,1,1,23.5,0,1.43,1.0,4,1,3,0,2,6.1,1,0,1
12.0,1,8.38,13.65,8.63,9.93,1,59.2,9,5,1,1,53.5,0,5.0,1,2,1,3,3,3,0,20.8,1,2.68,4.0,5,4,3,0,0,6.9,1,0,1
14.0,2,7.56,10.04,5.32,7.38,5,59.1,8,5,0,1,54.6,1,8.9,1,0,3,3,1,1,0,20.8,0,4.01,1.0,5,2,2,0,1,5.7,0,0,0
13.0,1,16.72,14.75,14.07,15.68,2,81.9,8,2,0,2,63.7,0,13.6,0,1,0,3,2,1,1,22.0,0,4.28,1.0,2,3,2,0,2,7.7,0,1,0
12.0,1,14.31,12.61,12.49,14.53,1,100.0,2,1,2,0,75.7,0,8.4,0,1,1,1,0,3,1,17.9,1,0.54,4.0,2,4,3,0,0,7.5,0,1,0
13.0,2,15.62,20.0,14.86,16.5,0,97.6,1,0,1,0,68.1,0,14.6,0,1,2,1,2,0,0,20.8,1,3.73,3.0,2,1,4,0,0,8.5,0,0,1
13.0,1,11.46,12.25,15.34,12.99,3,85.1,3,4,1,2,72.4,0,11.3,1,0,0,1,2,0,0,20.8,1,1.27,3.0,2,4,3,0,2,6.0,0,0,0
16.0,4,10.63,5.11,12.49,7.09,4,57.5,8,9,0,1,33.8,0,5.2,2,1,0,1,3,4,0,20.8,1,5.03,1.0,3,1,2,1,3,3.3,0,0,1
17.0,5,11.41,13.86,8.17,11.01,1,79.0,3,4,1,2,53.8,0,6.0,1,0,0,0,2,1,0,20.8,1,4.69,4.0,3,4,5,0,0,7.6,0,1,0
25.0,5,10.5,14.79,6.57,10.24,2,75.4,5,6,2,1,69.7,0,11.5,1,1,0,4,2,3,1,25.0,0,1.26,2.0,4,2,2,0,0,6.5,0,1,0
13.0,2,14.59,10.93,16.23,12.99,1,89.2,9,2,2,2,90.1,0,7.7,1,0,0,0,3,2,0,20.8,0,2.24,3.0,2,4,1,0,2,8.0,0,1,1
15.0,4,5.15,4.12,5.87,5.41,3,55.0,10,7,0,1,53.4,1,2.5,2,1,0,1,1,3,0,20.8,0,7.8,2.0,4,1,2,1,2,5.8,0,0,0
17.0,5,4.28,7.8,5.72,5.04,6,60.0,4,13,0,2,24.1,0,4.9,2,1,0,0,3,0,1,27.5,0,0.55,3.0,5,1,3,1,1,5.9,0,0,1
16.0,4,13.65,12.67,3.74,10.31,2,73.2,8,6,2,2,71.9,0,8.0,1,0,0,2,3,0,1,11.5,1,4.39,5.0,4,3,4,0,0,5.9,0,0,0
15.0,3,4.15,8.12,8.07,6.29,8,48.3,10,10,0,1,52.8,0,4.8,2,0,0,1,1,0,1,21.5,0,11.06,1.0,3,1,4,1,2,5.0,0,0,0
12.0,1,8.59,3.73,9.05,6.8,5,51.5,6,10,1,2,38.8,0,8.1,2,0,0,2,1,0,0,20.8,0,5.87,2.0,3,1,2,0,1,4.8,1,0,0
14.0,3,11.8,17.38,19.6,17.44,0,100.0,1,1,1,0,84.2,0,13.8,0,1,0,3,2,1,0,20.8,1,0.5,4.0,3,3,4,0,0,7.5,0,0,0
15.0,4,14.6,14.19,18.47,16.1,0,80.6,3,2,2,0,64.3,0,13.8,0,1,0,2,2,1,1,15.2,1,4.72,3.0,4,3,5,1,0,7.6,0,0,0
13.0,2,5.55,9.32,5.23,6.95,2,73.1,8,10,1,1,49.9,1,2.4,1,0,0,1,1,3,0,20.8,0,0.93,4.0,4,2,2,1,2,5.2,0,0,1
14.0,3,6.84,9.79,6.87,7.92,2,70.4,5,4,0,1,58.9,0,4.9,1,1,3,0,3,4,0,20.8,0,2.29,4.0,4,2,3,1,1,5.8,0,0,0
12.0,1,6.99,5.43,8.32,6.14,6,61.1,11,7,0,1,34.1,1,6.6,2,0,0,0,1,1,1,21.4,0,3.27,3.0,4,3,2,0,2,6.0,0,0,1
17.0,5,2.96,4.51,9.79,5.73,6,69.4,13,12,0,1,36.4,1,4.9,2,0,0,1,1,1,1,21.5,0,0.85,1.0,4,2,2,1,1,6.2,0,0,0
15.0,3,10.81,13.94,10.66,11.57,1,79.6,6,6,0,0,96.8,1,8.8,0,0,0,0,2,0,0,20.8,0,1.06,2.0,2,3,4,0,2,7.0,0,1,0
14.0,2,7.15,5.37,6.34,6.02,2,74.5,5,11,0,2,53.6,0,6.0,2,0,3,1,1,3,0,20.8,1,0.27,4.0,5,2,2,0,2,6.4,0,0,0
16.0,4,12.59,14.86,14.52,13.03,1,90.0,4,1,2,2,89.7,0,7.0,0,0,0,5,2,1,0,20.8,1,0.6,4.0,4,4,3,0,2,4.4,0,0,1
15.0,3,20.0,15.88,14.39,16.48,1,84.7,3,2,2,2,87.9,0,7.7,0,0,0,1,4,1,0,20.8,1,0.25,3.0,3,3,3,0,0,6.9,0,0,0
16.0,5,20.0,19.37,15.71,18.47,0,100.0,1,1,2,0,69.6,0,10.3,0,0,1,1,2,1,0,20.8,1,1.66,3.0,3,4,3,1,2,7.8,0,0,0
16.0,5,8.06,14.03,12.88,10.79,1,77.4,3,6,2,2,54.1,0,11.3,1,1,3,6,2,0,0,20.8,0,0.12,3.0,4,4,4,0,2,6.4,0,0,0
12.0,1,13.02,15.96,12.42,13.75,1,87.4,3,5,2,0,78.2,0,11.6,0,1,0,3,0,3,0,20.8,1,0.98,4.0,3,2,3,0,0,5.3,0,0,0
14.0,2,13.51,10.69,11.89,12.17,1,100.0,5,1,2,0,80.2,0,12.2,0,0,0,2,3,1,0,20.8,1,5.19,5.0,4,2,3,1,2,6.0,0,0,0
17.0,5,14.29,15.0,12.94,13.4,0,81.7,7,1,0,2,82.0,0,12.1,0,1,1,1,2,1,0,20.8,1,1.23,4.0,2,2,3,0,3,6.5,0,0,0
12.0,1,11.84,16.02,12.82,13.43,2,85.9,3,7,2,2,100.0,0,9.4,0,1,0,2,2,3,0,20.8,0,2.84,4.0,3,3,4,0,2,7.7,0,0,0
16.0,5,15.24,12.7,14.67,15.23,0,85.8,5,3,2,0,84.9,0,14.7,0,0,3,2,2,0,1,21.1,1,0.55,2.0,1,2,3,1,0,7.5,0,0,1
12.0,1,10.87,10.96,4.58,9.06,4,69.7,4,7,0,2,56.1,0,8.1,2,2,3,7,1,1,0,20.8,0,1.89,3.0,3,2,2,1,2,6.3,0,1,0
13.0,2,7.66,7.6,5.47,7.49,2,77.6,4,6,0,1,61.6,0,8.1,2,0,1,2,1,3,0,20.8,1,3.34,2.0,3,2,3,0,1,7.1,0,0,0
13.0,1,12.06,13.94,12.41,12.74,2,88.7,2,7,0,2,67.0,0,13.3,1,0,1,1,3,1,0,20.8,1,1.91,2.0,3,2,3,0,2,5.8,0,0,0
17.0,5,20.0,11.87,12.91,15.04,2,81.5,6,2,2,2,83.9,1,8.8,0,1,0,2,2,4,0,20.8,1,0.18,3.0,4,3,1,0,0,6.5,0,1,1
15.0,3,14.25,14.62,11.06,13.38,1,90.0,5,6,1,0,67.8,0,16.9,1,0,1,2,3,0,1,27.0,0,0.95,3.0,5,2,5,1,2,6.8,0,1,1
17.0,5,11.58,12.71,16.88,13.89,0,78.6,2,2,2,2,100.0,0,9.8,0,1,3,1,2,3,1,13.6,1,1.33,3.0,3,4,2,1,0,7.3,0,1,0
15.0,3,7.88,7.29,8.67,8.11,3,70.8,7,11,0,2,34.2,1,2.3,2,1,3,3,3,1,1,25.8,0,1.15,3.0,2,1,1,0,2,4.9,0,0,0
16.0,5,8.11,9.43,9.98,9.53,2,81.5,9,5,1,1,56.5,1,7.4,1,1,0,4,1,1,0,20.8,1,0.97,3.0,3,2,2,1,2,7.1,0,0,0
14.0,2,12.47,7.16,12.49,11.09,3,70.6,5,13,1,1,49.3,0,4.4,1,0,0,1,3,0,1,18.8,0,0.39,1.0,4,2,4,1,2,5.5,0,1,1
17.0,5,13.97,13.71,13.98,14.61,1,78.9,4,2,2,2,86.1,0,4.7,0,0,0,1,2,1,0,20.8,1,3.72,4.0,4,3,3,0,0,7.5,0,1,1
17.0,5,9.82,5.27,1.48,5.75,2,73.1,10,14,0,1,41.1,0,0.9,2,1,1,1,3,1,1,20.7,0,2.35,3.0,5,1,2,0,2,6.2,0,1,0
14.0,2,15.49,15.82,16.6,15.63,1,84.2,2,3,2,0,74.0,0,15.7,0,1,0,1,0,0,0,20.8,1,1.63,3.0,2,4,4,0,0,8.5,0,1,0
15.0,3,14.25,10.17,13.87,11.75,2,77.6,5,6,1,1,87.5,0,11.5,1,0,0,2,2,0,0,20.8,0,0.32,4.0,2,4,3,0,1,8.2,0,1,0
17.0,5,7.22,9.12,8.85,7.89,1,78.0,8,2,0,2,68.8,0,10.8,2,1,0,1,1,1,0,20.8,1,0.75,3.0,3,1,5,1,1,4.6,0,0,0
17.0,5,11.28,17.1,12.32,13.46,1,83.7,2,3,1,2,67.7,0,4.7,1,1,3,2,2,1,0,20.8,0,1.4,4.0,3,3,2,0,0,4.5,0,1,1
13.0,2,3.95,7.51,11.84,7.56,3,45.4,10,12,0,1,36.6,1,8.5,2,0,0,2,3,2,1,21.4,0,1.4,3.0,5,2,3,1,1,7.1,0,1,0
16.0,4,15.38,13.86,18.45,15.14,0,89.5,0,1,2,0,81.1,0,9.7,1,1,2,5,2,1,0,20.8,1,5.87,4.0,2,4,4,0,0,6.6,0,0,0
15.0,4,20.0,15.46,19.07,18.52,0,99.7,1,0,1,0,100.0,0,5.7,0,0,1,4,4,4,0,20.8,1,2.26,4.0,1,5,4,0,0,5.6,0,1,0
13.0,2,8.41,9.18,5.88,7.61,3,65.5,9,11,1,1,44.6,0,6.3,2,0,0,1,4,0,1,25.9,0,0.1,2.0,5,3,3,1,1,5.5,0,0,0
17.0,5,9.84,14.27,14.24,12.89,1,83.7,5,4,1,2,80.4,0,9.8,1,1,3,2,2,1,0,20.8,1,0.18,2.0,2,5,4,1,0,6.6,1,1,1
16.0,4,9.7,6.79,8.27,8.78,2,62.3,7,9,0,1,54.7,0,7.1,2,0,2,1,1,1,0,20.8,1,7.89,4.0,4,3,3,0,2,4.7,0,0,1
14.0,3,14.09,19.78,12.77,16.28,0,96.0,0,0,1,0,94.9,0,18.9,0,0,0,1,2,1,0,20.8,1,2.61,4.0,2,5,5,1,0,8.0,0,0,1
13.0,1,9.73,17.01,12.6,13.44,0,74.5,3,1,3,0,54.4,0,9.9,0,0,3,3,3,3,0,20.8,0,5.34,4.0,3,3,3,0,0,6.3,0,1,0
15.0,3,13.15,14.13,11.88,12.63,3,89.7,3,7,0,0,78.2,0,5.8,0,0,0,0,2,3,0,20.8,1,5.02,3.0,3,3,3,0,0,7.2,0,0,0
13.0,2,7.2,14.29,9.44,10.51,4,78.6,4,7,0,2,70.4,0,11.8,1,1,0,2,3,3,0,20.8,0,1.72,2.0,2,2,2,1,0,6.2,0,1,0
14.0,3,14.71,11.66,15.59,13.78,3,76.9,5,1,2,1,82.8,0,7.3,1,0,1,1,2,0,0,20.8,0,3.21,1.0,3,4,3,0,0,6.7,0,0,0
16.0,4,19.02,14.59,16.13,17.16,0,87.7,3,5,1,0,80.2,0,8.2,0,1,1,0,0,1,0,20.8,1,0.1,3.0,2,3,3,0,0,7.9,0,0,1
13.0,1,9.88,14.31,13.53,11.78,1,90.9,2,5,2,2,100.0,0,6.0,0,0,0,0,2,0,1,19.3,0,1.34,3.0,3,4,2,1,0,7.5,0,1,1
15.0,3,11.09,14.34,9.8,12.19,1,82.2,2,5,1,0,72.2,0,3.1,0,2,0,2,3,1,0,20.8,1,0.55,4.0,4,3,4,0,0,6.9,0,0,0
16.0,5,8.48,18.38,12.49,13.53,0,75.5,3,5,1,2,69.4,0,11.5,1,1,0,5,2,3,0,20.8,1,9.3,4.0,2,3,2,0,2,7.5,0,1,0
13.0,2,15.47,13.74,14.24,13.05,3,78.3,5,6,0,1,72.1,0,12.7,1,1,3,1,2,1,0,20.8,1,5.1,4.0,3,4,4,0,2,4.9,0,1,0
15.0,3,20.0,16.69,18.68,18.02,0,87.7,2,1,1,2,100.0,0,13.2,0,0,3,2,2,0,0,20.8,0,5.89,2.0,2,4,5,0,0,6.7,1,0,0
12.0,1,6.49,8.05,8.56,7.83,2,74.3,9,8,0,1,63.3,1,3.8,1,1,0,0,4,1,1,18.4,1,4.82,3.0,4,3,3,1,2,7.2,0,0,1
12.0,1,19.27,15.37,13.64,16.57,0,79.0,6,5,2,0,90.7,0,10.1,1,0,0,1,2,3,0,20.8,1,1.85,3.0,3,5,2,0,2,7.1,0,1,0
17.0,5,14.09,17.03,12.09,14.74,0,88.9,1,0,1,2,82.6,0,10.9,0,1,0,1,2,3,0,20.8,1,0.24,4.0,2,3,3,0,0,7.2,0,0,0
14.0,3,18.23,13.37,12.13,14.36,6,77.1,3,3,1,2,84.8,1,7.2,0,1,0,1,3,0,0,20.8,0,0.97,4.0,2,3,3,1,2,7.3,0,1,1
16.0,4,15.95,16.29,14.99,16.65,0,94.5,1,3,2,0,84.4,0,8.1,0,2,3,4,2,1,0,20.8,1,2.95,4.0,2,4,2,0,0,6.2,0,0,0
13.0,2,14.22,12.33,10.52,12.23,1,76.4,2,3,3,1,75.0,0,5.8,0,0,1,1,3,0,0,20.8,1,0.28,4.0,3,3,3,0,2,7.7,0,0,0
14.0,3,6.32,8.78,3.51,5.86,3,76.0,12,12,1,1,50.4,1,1.3,2,0,0,2,3,2,0,20.8,1,0.65,2.0,3,2,3,0,2,5.5,0,1,1
14.0,3,9.97,14.84,8.5,11.09,3,67.9,5,4,0,0,80.0,0,7.8,1,1,3,4,2,4,0,20.8,1,0.23,3.0,3,3,3,0,1,7.4,1,0,0
15.0,4,13.17,14.4,16.83,14.79,0,77.4,2,1,2,0,83.0,1,15.0,0,0,3,0,0,1,0,20.8,1,0.22,5.0,3,2,2,0,0,8.7,0,0,0
14.0,3,12.15,8.61,9.97,9.85,2,69.8,11,4,0,1,79.0,0,6.1,1,1,3,1,1,1,1,27.4,0,6.21,3.0,5,3,2,1,1,6.6,0,0,0
13.0,1,14.22,13.2,12.0,13.37,2,71.4,3,4,0,2,81.6,0,5.2,1,1,0,3,2,1,0,20.8,0,0.28,4.0,4,2,3,0,2,5.8,0,0,0
16.0,5,5.04,5.6,7.17,5.59,5,67.4,4,12,0,1,39.6,0,7.8,2,1,3,4,3,3,0,20.8,0,6.19,3.0,3,3,2,0,2,5.2,0,0,0
15.0,3,15.7,18.21,11.35,15.08,2,86.8,3,0,2,0,87.6,0,11.3,1,1,1,1,2,1,0,20.8,1,0.71,3.0,2,5,4,1,0,7.0,0,1,0
16.0,5,15.21,11.7,11.6,12.04,0,89.7,2,6,1,2,63.2,0,6.1,1,0,0,3,3,3,0,20.8,1,1.34,3.0,3,2,5,0,2,7.8,0,0,0
14.0,2,14.7,12.31,13.06,12.98,1,77.1,4,3,1,2,72.7,0,8.0,1,0,0,2,2,0,0,20.8,1,0.69,4.0,3,4,3,0,2,4.8,0,1,0
17.0,5,6.11,10.61,6.17,7.49,4,63.2,10,15,0,1,62.1,1,6.9,2,0,0,2,1,3,1,27.0,1,7.36,2.0,5,1,1,1,1,6.1,0,1,0
17.0,5,15.11,16.89,13.04,15.46,1,100.0,4,2,1,0,72.0,0,9.2,0,1,0,3,4,1,0,20.8,1,1.0,4.0,2,4,2,1,0,6.5,1,1,0
15.0,3,12.33,16.37,19.39,16.9,0,96.5,3,0,2,0,81.8,0,16.8,0,1,0,0,2,3,0,20.8,1,1.86,4.0,1,3,5,0,0,7.9,0,0,0
17.0,5,10.14,10.8,13.5,11.37,4,88.4,2,5,1,2,65.2,0,5.4,1,0,0,0,2,1,0,20.8,1,2.63,5.0,1,4,4,0,0,6.6,0,0,0
12.0,1,14.64,20.0,19.81,17.67,0,100.0,0,0,2,0,87.5,0,13.4,0,0,0,2,2,4,1,12.0,1,7.33,5.0,3,5,3,0,0,7.6,0,1,0
16.0,5,13.1,8.73,12.71,10.81,1,71.9,5,9,0,1,72.6,0,10.8,1,2,0,5,4,4,0,20.8,0,1.16,3.0,3,2,4,1,2,7.2,0,0,0
16.0,5,15.83,14.68,17.74,16.5,1,85.1,4,0,1,0,91.1,0,5.1,0,1,0,0,0,4,0,20.8,1,0.24,4.0,3,2,5,0,0,7.2,0,1,0
14.0,3,18.08,16.3,13.3,14.93,0,82.4,4,1,2,2,72.1,0,10.0,0,0,3,0,4,0,0,20.8,1,2.1,4.0,3,4,2,0,0,9.0,0,0,0
13.0,2,10.36,10.86,13.87,11.88,4,78.9,7,2,1,1,62.4,0,7.9,1,0,3,2,3,1,0,20.8,0,11.21,3.0,2,2,1,1,3,5.6,0,0,1
14.0,2,4.84,2.82,4.77,4.22,1,66.2,5,6,0,1,47.6,0,7.6,2,0,0,3,1,0,0,20.8,0,1.54,1.0,5,2,2,0,1,6.5,1,0,1
14.0,2,9.57,6.22,11.2,8.66,5,65.6,10,10,0,2,52.1,1,11.2,2,1,0,3,3,3,0,20.8,1,7.13,2.0,4,5,3,1,2,7.4,0,0,0
14.0,2,2.07,1.99,6.22,3.72,7,67.7,5,7,1,1,73.3,0,6.1,2,0,0,4,3,1,1,25.0,0,3.97,2.0,5,1,3,1,1,5.1,0,0,0
13.0,2,10.03,6.15,11.01,9.77,3,59.7,8,10,0,1,45.2,1,2.2,2,1,2,1,1,1,0,20.8,0,2.11,2.0,2,1,3,1,2,7.0,0,1,1
15.0,4,13.47,10.58,6.97,10.74,1,70.2,7,8,0,1,59.5,0,8.1,2,2,3,3,3,2,0,20.8,1,0.96,4.0,3,4,3,1,1,8.2,1,1,0
15.0,3,14.58,8.98,13.56,12.63,2,81.8,4,2,2,2,76.7,0,4.7,0,0,1,2,3,1,0,20.8,1,2.3,3.0,3,2,3,1,2,6.9,0,0,1
13.0,2,7.17,15.4,6.3,9.67,5,100.0,10,4,0,2,68.7,0,12.8,0,1,0,2,3,1,0,20.8,1,10.04,4.0,2,2,3,0,2,7.7,0,1,0
17.0,5,18.01,15.02,16.16,16.55,1,90.9,2,3,2,0,82.8,0,10.9,0,0,0,2,2,3,1,22.2,1,1.75,2.0,3,4,5,0,0,8.2,0,0,0
13.0,1,8.45,7.51,10.48,9.37,0,73.2,6,10,0,1,49.7,1,5.4,2,0,3,4,1,1,0,20.8,1,3.37,3.0,2,3,1,1,1,6.8,0,0,0
14.0,3,4.09,6.55,0.63,3.54,5,69.6,7,11,0,1,42.7,1,3.6,2,0,3,2,1,1,0,20.8,1,13.06,2.0,3,1,1,0,1,5.8,0,0,0
15.0,4,9.25,15.57,15.87,12.78,1,73.4,3,9,2,2,74.9,0,9.4,1,0,0,2,2,1,1,16.3,1,2.77,2.0,3,3,4,0,2,4.0,0,0,0
14.0,3,15.77,14.43,11.97,14.6,3,81.3,3,3,2,2,60.3,0,8.2,1,0,0,1,3,1,1,16.3,0,1.38,4.0,3,3,3,0,2,5.8,0,0,0
12.0,1,7.95,10.84,13.67,10.74,3,69.2,2,7,0,1,59.0,1,3.9,1,0,0,3,1,0,1,15.8,1,2.13,2.0,3,2,3,0,1,6.4,1,0,0
12.0,1,8.59,9.2,9.93,9.02,4,72.1,9,9,0,2,50.0,0,5.9,2,1,3,2,1,1,1,14.3,0,5.08,2.0,4,3,4,1,3,4.7,0,0,0
13.0,1,10.31,11.06,10.26,10.17,2,81.8,8,3,2,1,84.4,0,6.5,0,1,2,5,2,1,0,20.8,1,1.66,2.0,2,2,2,0,2,7.3,0,1,0
17.0,5,6.2,9.9,11.61,9.22,2,78.7,11,14,0,2,60.1,0,9.5,2,0,1,2,3,2,0,20.8,1,0.47,4.0,4,2,1,1,2,7.5,0,0,0
17.0,5,9.6,10.5,11.65,10.7,2,77.7,11,6,2,2,64.4,0,15.1,1,1,3,0,3,1,0,20.8,1,4.48,3.0,5,2,5,0,2,7.3,0,1,0
14.0,3,9.31,7.48,13.38,9.88,4,55.2,13,13,0,1,40.4,0,6.6,2,1,3,3,1,1,0,20.8,0,4.53,2.0,4,2,3,1,2,5.9,0,0,0
